;d;d;d;d;d;;;renewable;renewable;renewable;renewable;renewable;;;
h2085;54832;57034;64569;53098;48340;;h2085;0,232122662;0,049435727;0,07041397;0,211799884;0,221154548;;;
h2086;51022;54436;60382;49930;47540;;h2086;0,227932588;0,047887369;0,072803093;0,22138943;0,217566351;;;
h2087;45958;52995;57212;48530;45077;;h2087;0,228674194;0,047153096;0,071992239;0,226935033;0,220631523;;;
h2088;42041;49218;52812;44656;42085;;h2088;0,230692484;0,044343704;0,06605563;0,235892302;0,219537994;;;
h2089;39572;46372;48929;41294;39853;;h2089;0,237824255;0,041195154;0,059375407;0,240934656;0,214322188;;;
h2090;38528;44139;46935;36722;39520;;h2090;0,260549848;0,038848898;0,060721887;0,246071574;0,217519757;;;
h2091;39353;42743;45735;37904;39879;;h2091;0,249039243;0,036518602;0,057594579;0,257794286;0,225398176;;;
h2092;40987;42331;45809;37753;41586;;h2092;0,247173158;0,035161924;0,050963529;0,270004347;0,228170213;;;
h2093;44948;41962;46257;38225;45927;;h2093;0,24187052;0,033565831;0,047503221;0,287865018;0,229714286;;;
h2094;52667;40553;46761;37680;53931;;h2094;0,230877245;0,034858666;0,046721395;0,290446648;0,245264438;;;
h2095;57966;37742;47129;38641;58536;;h2095;0,234905033;0,038529679;0,05817371;0,28606051;0,255051672;;;
h2096;59414;39163;50940;41505;61921;;h2096;0,280818121;0,051569757;0,097511184;0,296624122;0,288680851;;;
h2097;60305;42206;55126;45355;63525;;h2097;0,359082847;0,078064897;0,153730328;0,322216515;0,345896657;;;
h2098;61690;45314;57889;48288;65651;;h2098;0,418501958;0,116115749;0,219794698;0,345490707;0,400790274;;;
h2099;63478;47704;59049;52191;67281;;h2099;0,467629887;0,151788422;0,279821628;0,356067491;0,431477204;;;
h2100;63344;50021;59324;52656;67054;;h2100;0,492942133;0,170973457;0,324906977;0,351483779;0,442650456;;;
h2101;62716;49837;57985;50124;65685;;h2101;0,499852191;0,178714507;0,343149604;0,335401272;0,444571429;;;
h2102;60835;47754;55641;48500;64290;;h2102;0,480082773;0,173670854;0,337112163;0,30681893;0,443610942;;;
h2103;59429;46816;53405;47773;63018;;h2103;0,45541719;0,150814805;0,297629906;0,284782866;0,422650456;;;
h2104;57871;45454;52028;46776;61133;;h2104;0,41929643;0,117919333;0,236372323;0,258031375;0,370273556;;;
h2105;57411;44664;51411;47013;60399;;h2105;0,382621388;0,078735256;0,159405812;0,236588032;0,288170213;;;
h2106;57206;45364;52556;50857;60185;;h2106;0,361096741;0,041945318;0,083756823;0,23972287;0,202419453;;;
h2107;57743;47750;54888;52074;60408;;h2107;0,336338778;0,020110769;0,048531179;0,271084417;0,136267477;;;
h2108;57772;50039;58218;53537;60346;;h2108;0,322038282;0,017668747;0,061315496;0,310006454;0,117519757;;;
h2109;54793;48161;55190;52827;57430;;h2109;0,319248393;0,016663208;0,073028421;0,346109772;0,111088146;;;
h2110;51399;46880;51945;52797;54700;;h2110;0,302934003;0,014923467;0,07320216;0,366828677;0,110115502;;;
h2111;47117;47164;49890;49265;50801;;h2111;0,278915084;0,012848547;0,068627025;0,368804415;0,110674772;;;
h2112;42900;44756;46191;45909;46866;;h2112;0,266034999;0,011555712;0,061301018;0,369004662;0,116871758;;;
h2113;40585;42198;43075;45076;44421;;h2113;0,253364917;0,011612883;0,053856065;0,366739537;0,133270976;;;
h2114;39787;40355;40923;44524;44115;;h2114;0,241319158;0,012745458;0,042216206;0,359496405;0,145819414;;;
h2115;40819;39387;40229;45592;44737;;h2115;0,23546154;0,011549076;0,030967238;0,355124187;0,151832461;;;
h2116;42320;39011;40302;47075;46519;;h2116;0,229916084;0,011708593;0,024582688;0,350936339;0,151006426;;;
h2117;45632;39270;40762;50599;49146;;h2117;0,220532878;0,009890092;0,020442141;0,345457898;0,161198236;;;
h2118;53440;39367;40466;57801;55536;;h2118;0,223617767;0,009459395;0,018661416;0,355374404;0,167041217;;;
h2119;58701;38702;40978;63850;60259;;h2119;0,232743899;0,012554037;0,029693223;0,361629836;0,177002223;;;
h2120;61054;41289;44383;67339;63225;;h2120;0,252795681;0,029000303;0,071634358;0,393947375;0,190145892;;;
h2121;61683;44780;48197;69415;64346;;h2121;0,282451018;0,061860933;0,128212181;0,434838149;0,219275762;;;
h2122;62826;47567;50826;70472;65911;;h2122;0,325768009;0,105217821;0,188322499;0,464271604;0,258160129;;;
h2123;63517;49018;52888;71754;68003;;h2123;0,353017867;0,138078451;0,237473398;0,493033424;0,294942967;;;
h2124;62351;50342;52387;71614;67323;;h2124;0,387172001;0,148558758;0,271437465;0,517739089;0,313528747;;;
h2125;60770;50408;50186;71046;66005;;h2125;0,414587121;0,148271627;0,278386634;0,541891643;0,31581249;;;
h2126;59053;49441;48173;70479;64470;;h2126;0,429221984;0,131314904;0,262808912;0,554586878;0,309495754;;;
h2127;57503;48538;46843;68846;63003;;h2127;0,423786702;0,10837627;0,227223372;0,53584692;0,292294797;;;
h2128;56166;47926;46215;66712;61470;;h2128;0,410951358;0,084512434;0,171137782;0,504938499;0,269044351;;;
h2129;55588;47246;47520;64878;60713;;h2129;0,379992288;0,060425274;0,103267558;0,455816894;0,226041958;;;
h2130;55097;48218;49617;65169;60988;;h2130;0,337611781;0,037789724;0,04241889;0,39642321;0,167442086;;;
h2131;55664;50078;51984;65665;61366;;h2131;0,303365835;0,021343457;0,012059705;0,32828509;0,122216688;;;
h2132;55568;51932;54496;65986;60872;;h2132;0,294533502;0,017913829;0,009584063;0,278952775;0,111381057;;;
h2133;52711;49389;52595;62919;57570;;h2133;0,305183716;0,019110211;0,011495085;0,249953907;0,100035228;;;
h2134;50254;47461;51152;58541;54416;;h2134;0,306505812;0,018966645;0,011712246;0,240630021;0,089260335;;;
h2135;45887;47198;47327;52996;49873;;h2135;0,307387209;0,018328574;0,010887033;0,235204256;0,080975693;;;
h2136;41701;44456;44167;48853;46604;;h2136;0,314868698;0,017419324;0,010125118;0,234869919;0,075127396;;;
h2137;38988;41553;42469;46995;44549;;h2137;0,329874645;0,017097561;0,00938743;0,245581714;0,066233924;;;
h2138;37262;38703;41985;47178;43236;;h2138;0,341696404;0,018325651;0,007203298;0,254187996;0,055860228;;;
h2139;37455;38310;42514;47181;43860;;h2139;0,35430506;0,018947671;0,00766616;0,260451896;0,051528755;;;
h2140;37873;38032;44629;49240;45371;;h2140;0,353463263;0,019027417;0,008331525;0,277401271;0,045935453;;;
h2141;38292;37545;49479;52180;48666;;h2141;0,351248971;0,020351202;0,009459753;0,291350291;0,037915554;;;
h2142;39202;35756;59071;58491;55025;;h2142;0,359648641;0,022121565;0,012193534;0,326367596;0,033086629;;;
h2143;41921;35690;65169;65802;59772;;h2143;0,364498124;0,022807381;0,025717799;0,355857931;0,033851007;;;
h2144;45812;38868;68041;69898;62176;;h2144;0,386933846;0,021340053;0,066117017;0,384769249;0,053130308;;;
h2145;49438;42138;68535;70801;63224;;h2145;0,418940434;0,020255506;0,108468938;0,412969957;0,090038826;;;
h2146;51713;44561;69130;72120;64944;;h2146;0,446756336;0,019904624;0,151862298;0,442578726;0,130732832;;;
h2147;52755;46674;70123;72917;65750;;h2147;0,476091134;0,02263194;0,191162219;0,466963193;0,16430478;;;
h2148;51641;46629;69492;72528;64879;;h2148;0,498874554;0,025375205;0,216880017;0,493558448;0,191579714;;;
h2149;49994;43974;68987;72150;64262;;h2149;0,511647909;0,026443803;0,228683011;0,503993894;0,199150692;;;
h2150;47838;42387;67496;71079;63609;;h2150;0,490273584;0,029585799;0,218066103;0,494440131;0,194236836;;;
h2151;46507;41334;66285;68869;62617;;h2151;0,456638302;0,033892088;0,192579735;0,463239068;0,167944674;;;
h2152;45715;40086;64473;66199;60730;;h2152;0,419306432;0,037145728;0,150560498;0,438065034;0,131642805;;;
h2153;47156;41609;63886;65738;60400;;h2153;0,35419526;0,037991037;0,098474;0,403310918;0,100630915;;;
h2154;48603;42782;64239;65492;60351;;h2154;0,280721017;0,032695896;0,046474289;0,376886737;0,089274448;;;
h2155;49334;44325;65283;66764;61010;;h2155;0,205123982;0,028421506;0,014319809;0,36646445;0,086423198;;;
h2156;49810;46211;66276;67564;60542;;h2156;0,153701162;0,028485303;0,0098069;0,371070258;0,09148265;;;
h2157;48223;45877;62598;64675;57176;;h2157;0,125500961;0,027687842;0,012005496;0,36621442;0,097658335;;;
h2158;47092;46050;58316;60691;53967;;h2158;0,112599506;0,027560248;0,015824112;0,352818097;0,102960446;;;
h2159;44552;44054;53173;55756;49700;;h2159;0,104090036;0,029729342;0,015245534;0,349041334;0,109403058;;;
h2160;39871;41692;49403;51269;46956;;h2160;0,096423017;0,031036683;0,016430669;0,34363036;0,113282861;;;
h2161;37725;39569;47531;48985;45229;;h2161;0,092818589;0,030207337;0,012525492;0,338052073;0,109740118;;;
h2162;36633;38648;46620;48352;44476;;h2162;0,088244442;0,02953748;0,01103574;0,328105882;0,101138046;;;
h2163;36435;38181;47264;48678;45115;;h2163;0,094062757;0,032424242;0,008374434;0,321909248;0,091771614;;;
h2164;37039;38356;48876;49692;46654;;h2164;0,096386424;0,03277512;0,007926062;0,321356681;0,079105093;;;
h2165;37597;38223;53116;53104;49537;;h2165;0,092635623;0,034114833;0,011701066;0,317475562;0,066729757;;;
h2166;37935;36751;61691;58818;55403;;h2166;0,089525204;0,034051037;0,014810744;0,313857569;0,058467399;;;
h2167;39389;36592;66880;64013;60059;;h2167;0,099643217;0,039712919;0,029317751;0,319791077;0,059862658;;;
h2168;42816;39110;68972;67470;62915;;h2168;0,145165127;0,082041467;0,07142134;0,357773422;0,071000461;;;
h2169;45639;42455;69299;70065;63590;;h2169;0,231543317;0,155119617;0,133788455;0,416240182;0,096054451;;;
h2170;48094;45416;70131;71341;64638;;h2170;0,330912085;0,230653907;0,195548099;0,46469497;0,13376283;;;
h2171;50921;47991;71032;72894;65508;;h2171;0,408983625;0,275135566;0,246807157;0,503650883;0,16591444;;;
h2172;51084;47397;70333;71881;64155;;h2172;0,462537737;0,294880383;0,274143392;0,519741083;0,188772415;;;
h2173;49767;44885;69663;70194;61776;;h2173;0,496166865;0,302216906;0,284557196;0,536225973;0,198794011;;;
h2174;48427;43456;68276;70112;59719;;h2174;0,503265941;0,302695375;0,275300482;0,537594232;0,197459416;;;
h2175;47859;42522;67003;68853;58464;;h2175;0,48407282;0,283014354;0,246488957;0,518885921;0,183616025;;;
h2176;47879;41984;65173;67344;57204;;h2176;0,455310585;0,237161085;0,200205383;0,471509953;0,149620247;;;
h2177;49497;43295;64633;65807;57192;;h2177;0,400256152;0,177304625;0,136840278;0,416897999;0,103613113;;;
h2178;51192;45171;64738;64828;57683;;h2178;0,331332906;0,112105263;0,081025181;0,357760265;0,053759918;;;
h2179;52696;46394;65682;65019;58004;;h2179;0,281511298;0,060781499;0,054600153;0,302411557;0,022870107;;;
h2180;54886;48767;66530;64607;58869;;h2180;0,277870277;0,053110048;0,056451496;0,271060006;0,026194463;;;
h2181;53695;48438;62924;60234;55767;;h2181;0,288189553;0,056140351;0,063234933;0,251707035;0,042719177;;;
h2182;53248;48863;58622;57626;53148;;h2182;0,300082335;0,060478469;0,059040484;0,243721138;0,065819805;;;
h2183;49838;46397;53519;52746;49727;;h2183;0,297502516;0,059776715;0,05798464;0,243839545;0,086275509;;;
h2184;47190;43734;49640;46826;46100;;h2184;0,289493423;0,055975505;0,061880866;0,238548162;0,100810463;;;
h2185;45309;41865;47561;46829;43716;;h2185;0,278992335;0,052307594;0,060044252;0,236890573;0,106488559;;;
h2186;44701;41213;46504;46030;42448;;h2186;0,272040394;0,051159379;0,05974056;0,234825164;0,110953386;;;
h2187;44785;41493;46798;46494;42315;;h2187;0,256050932;0,047985839;0,0582221;0,229142;0,117565698;;;
h2188;46101;42810;48615;47349;42956;;h2188;0,236658678;0,043711925;0,055778102;0,213421212;0,125840188;;;
h2189;49021;45920;52946;50478;42981;;h2189;0,213223322;0,04580104;0,05414395;0,196069145;0,128776298;;;
h2190;55020;52773;61693;56806;43889;;h2190;0,181591994;0,047650942;0,051193799;0,186597206;0,125767392;;;
h2191;60135;57826;66888;61870;46056;;h2191;0,163407182;0,055847925;0,059350099;0,185518457;0,131736672;;;
h2192;64045;60907;68803;64821;50119;;h2192;0,203966265;0,092128345;0,098974678;0,188754703;0,158622698;;;
h2193;66434;62583;68856;66541;52702;;h2193;0,270540239;0,153972507;0,164977078;0,222393243;0,186418675;;;
h2194;68087;63947;69830;68117;53870;;h2194;0,327655916;0,226724715;0,237617319;0,274383666;0,233360025;;;
h2195;69262;65387;70713;68872;54074;;h2195;0,354146466;0,281711479;0,297950802;0,327150262;0,275157118;;;
h2196;68324;65048;69889;68218;52643;;h2196;0,364062128;0,313638248;0,329722773;0,378443445;0,293428939;;;
h2197;67202;64161;69175;67305;50761;;h2197;0,363623058;0,332567856;0,337445227;0,427421265;0,300599355;;;
h2198;65521;62555;67939;66417;49228;;h2198;0,347359177;0,334688865;0,31907909;0,4600863;0,288976244;;;
h2199;63478;61327;66812;65288;48422;;h2199;0,304769397;0,310656078;0,277053898;0,468953088;0,252602461;;;
h2200;60933;59314;65225;64062;48214;;h2200;0,244744882;0,268937582;0,219858566;0,45450838;0,20597656;;;
h2201;59493;59063;64208;62103;48369;;h2201;0,161522841;0,217092463;0,142460484;0,393440682;0,146380821;;;
h2202;58917;59070;64426;61582;49707;;h2202;0,083167158;0,164242656;0,071425473;0,330623306;0,084977312;;;
h2203;58757;59655;65034;61020;50008;;h2203;0,031869157;0,117373138;0,03612489;0,257268398;0,057848633;;;
h2204;58869;59625;66266;60116;50373;;h2204;0,017434734;0,102892865;0,039812579;0,212276686;0,073742447;;;
h2205;55850;57797;62874;57175;47958;;h2205;0,016007757;0,105603929;0,048214725;0,194095824;0,095484215;;;
h2206;52231;55818;58490;54650;46413;;h2206;0,017306672;0,097024208;0,048460571;0,194266846;0,110104098;;;
h2207;47354;52032;52987;50637;43727;;h2207;0,02001427;0,091203394;0,042140884;0,18768911;0,114120017;;;
h2208;43869;48911;49141;46799;40891;;h2208;0,019007025;0,083452916;0,034936013;0,183466204;0,114289874;;;
h2209;41756;46370;47054;44235;38738;;h2209;0,017763062;0,079737874;0,031378787;0,179506407;0,107738225;;;
h2210;40913;45429;46022;42962;37759;;h2210;0,016445924;0,078972544;0,026925023;0,166653511;0,099196816;;;
h2211;41423;45782;46288;42186;37534;;h2211;0,016354456;0,077633215;0,023570241;0,152485069;0,091504695;;;
h2212;42952;46900;48034;42329;37984;;h2212;0,018019172;0,081156925;0,024148652;0,140026837;0,086760816;;;
h2213;45617;49929;52335;41410;38029;;h2213;0,018549685;0,082001977;0,023743764;0,123293078;0,084965179;;;
h2214;51283;56022;61091;39475;37881;;h2214;0,017452071;0,084170414;0,026346613;0,11163733;0,080184902;;;
h2215;56580;60647;66194;40237;35484;;h2215;0,03203205;0,092589049;0,043713397;0,112676612;0,092305452;;;
h2216;61330;63360;68270;43614;38985;;h2216;0,076814723;0,109633598;0,086038609;0,147301813;0,119434132;;;
h2217;64071;63236;68530;47021;46112;;h2217;0,142031319;0,153958991;0,148709421;0,216815323;0,155140618;;;
h2218;65892;64599;69678;49837;48449;;h2218;0,204028245;0,223221404;0,214344588;0,286789276;0,187789668;;;
h2219;67670;66279;71042;52165;50050;;h2219;0,259128494;0,283985459;0,268556142;0,313771147;0,220074737;;;
h2220;66160;65753;70325;51117;49032;;h2220;0,288818967;0,322044708;0,292054081;0,330241798;0,245250055;;;
h2221;64977;65233;69612;48718;47586;;h2221;0,287977462;0,334321885;0,294483407;0,346054674;0,254483026;;;
h2222;62922;63789;68296;46708;45775;;h2222;0,263207961;0,324005868;0,277261225;0,338608677;0,243684938;;;
h2223;61565;62345;67145;45212;44888;;h2223;0,225395141;0,30173156;0,240937026;0,30853527;0,208924802;;;
h2224;59487;60854;65491;44371;44499;;h2224;0,176276892;0,269603623;0,195676379;0,252071987;0,155904977;;;
h2225;58705;60768;64983;45088;45457;;h2225;0,12950022;0,227079945;0,141045478;0,178309259;0,09925748;;;
h2226;58848;60861;64733;46119;47696;;h2226;0,089675106;0,173299531;0,09681151;0,105704212;0,048300211;;;
h2227;59254;61386;65476;46675;48953;;h2227;0,067265476;0,135144616;0,083609283;0,05623964;0,026340055;;;
h2228;60243;61373;66207;48361;50326;;h2228;0,076174448;0,114863357;0,093615791;0,047372852;0,029312562;;;
h2229;57543;59134;62830;47110;48691;;h2229;0,085760281;0,104898115;0,092401128;0,049701371;0,038484871;;;
h2230;54078;57249;58284;46401;47316;;h2230;0,088540904;0,100736631;0,090203167;0,051872024;0,04409017;;;
h2231;48830;53225;53352;43721;43743;;h2231;0,09046173;0,090787334;0,084997469;0,048662089;0,049464949;;;
h2232;45599;50065;49263;40288;40963;;h2232;0,102910242;0,083195179;0,084027296;0,044059816;0,052690325;;;
h2233;44182;47949;47067;38135;39673;;h2233;0,105178438;0,082844481;0,082436965;0,039851117;0,057057931;;;
h2234;43120;47041;45957;37338;39252;;h2234;0,107373466;0,082318434;0,083102012;0,036865572;0,061874431;;;
h2235;43140;47244;46423;37276;39483;;h2235;0,105306481;0,080214245;0,085285103;0,03535307;0,064131028;;;
h2236;44847;48437;48114;37753;41307;;h2236;0,109806289;0,074443665;0,083983923;0,03348546;0,074382772;;;
h2237;48310;50787;52210;38451;45655;;h2237;0,10962337;0,072849582;0,085791117;0,032683177;0,083433424;;;
h2238;54967;56486;60960;38998;55096;;h2238;0,105196729;0,072243831;0,090460907;0,032380677;0,092945102;;;
h2239;60746;61270;66611;40521;60412;;h2239;0,119885127;0,083769049;0,10645096;0,040811227;0,110730968;;;
h2240;63964;64268;69430;44098;62817;;h2240;0,152481297;0,11093222;0,142262318;0,062144069;0,13499545;;;
h2241;65454;65354;70119;47199;63068;;h2241;0,187455413;0,159232927;0,179114619;0,095945182;0,170579315;;;
h2242;67219;66639;70869;49177;64391;;h2242;0,222301487;0,205636677;0,203157529;0,142595978;0,217300576;;;
h2243;68748;67596;71689;51216;64983;;h2243;0,249501546;0,260951349;0,231667823;0,181579051;0,254959054;;;
h2244;67996;66887;70720;51342;64726;;h2244;0,256123214;0,312918447;0,242207379;0,202293741;0,282086746;;;
h2245;66653;66185;69332;49629;64170;;h2245;0,246355338;0,341468469;0,24178811;0,208606789;0,29477707;;;
h2246;65172;65554;67492;47725;63306;;h2246;0,230386508;0,344736339;0,230164238;0,212776031;0,276736427;;;
h2247;63577;64164;66234;47411;62289;;h2247;0,200570707;0,320697571;0,201769604;0,216734839;0,25093115;;;
h2248;61836;62455;64949;46798;60322;;h2248;0,172382886;0,275935727;0,16629077;0,193152973;0,207813163;;;
h2249;61399;61340;64566;47963;59542;;h2249;0,137573396;0,21590257;0,128744506;0,16103534;0,156069154;;;
h2250;61572;61046;64301;48861;59858;;h2250;0,105434524;0,154036218;0,091704256;0,120210961;0,096742493;;;
h2251;62107;61059;64358;48076;60045;;h2251;0,07741133;0,113100172;0,071188989;0,075874949;0,045835608;;;
h2252;62390;61574;64108;47919;59911;;h2252;0,064972837;0,100188102;0,064061416;0,062315047;0,037573552;;;
h2253;59635;59655;60423;46060;56668;;h2253;0,058442627;0,092201747;0,059290423;0,065379506;0,028437974;;;
h2254;55935;57428;56785;44832;52255;;h2254;0,054217198;0,086718102;0,055921814;0,062525482;0,024434334;;;
h2255;50525;53501;52323;42178;47478;;h2255;0,04682727;0,081872091;0,050023132;0,059368958;0,024640582;;;
h2256;46947;49907;48088;39191;44073;;h2256;0,049232795;0,074332616;0,044673192;0,054995923;0,031543062;;;
h2257;45096;47751;45610;37553;42552;;h2257;0,048867024;0,07340824;0,040827538;0,050695668;0,041928009;;;
h2258;44399;46598;44358;36597;41883;;h2258;0,048226924;0,068451669;0,040596221;0,046947739;0,047472309;;;
h2259;44916;46980;44152;36192;42650;;h2259;0,046288337;0,063271974;0,038543278;0,045132953;0,053234984;;;
h2260;46109;48049;44621;36510;44287;;h2260;0,045831123;0,061550721;0,034263904;0,04255543;0,058451721;;;
h2261;48744;50920;45390;36166;48424;;h2261;0,046050586;0,059558531;0,030996545;0,038741748;0,056365026;;;
h2262;55392;56423;47158;35001;56666;;h2262;0,046196895;0,056227588;0,027801472;0,036400936;0,053174324;;;
h2263;60286;61694;50174;36171;61620;;h2263;0,052396715;0,059335405;0,034784369;0,054469898;0,063498611;;;
h2264;63528;64645;54496;39975;64070;;h2264;0,070063461;0,068435732;0,052595816;0,110360064;0,089764276;;;
h2265;64588;66119;57449;42737;64000;;h2265;0,096618446;0,085967009;0,080758721;0,175771284;0,123563881;;;
h2266;65516;67641;59379;44647;65576;;h2266;0,118784177;0,108534545;0,102950744;0,24465427;0,161269972;;;
h2267;66113;68612;60294;47297;66258;;h2267;0,136853271;0,124886445;0,122641646;0,28615765;0,181833622;;;
