;d;renewable
h5429;45195;0.032360282
h5430;50673;0.032444407
h5431;56007;0.04439023
h5432;59721;0.070455119
h5433;61659;0.114887412
h5434;63462;0.150921174
h5435;64726;0.182131741
h5436;63786;0.201578756
h5437;62055;0.224502958
h5438;60157;0.216623202
h5439;58820;0.2007375
h5440;57791;0.175654076
h5441;57879;0.133535235
h5442;57120;0.096618154
h5443;55930;0.059771179
h5444;54318;0.037884524
h5445;53341;0.039328678
h5446;49755;0.044614565
h5447;45848;0.051120271
h5448;42936;0.059179811
h5449;40923;0.061423063
h5450;39752;0.058436733
h5451;39385;0.058408693
h5452;39523;0.055057834
h5453;40359;0.055127936
h5454;41953;0.063652296
h5455;45142;0.079691553
h5456;49072;0.104381353
h5457;52242;0.150578339
h5458;54078;0.21149667
h5459;55313;0.267283561
h5460;54663;0.308769716
h5461;52747;0.31828952
h5462;51279;0.316410796
h5463;50418;0.302698913
h5464;49881;0.268321066
h5465;50129;0.213824045
h5466;50300;0.151784087
h5467;49685;0.096067298
h5468;48318;0.06977918
h5469;47512;0.071728006
h5470;45161;0.081738521
h5471;42088;0.090178759
h5472;39233;0.096361725
h5473;37358;0.102684893
h5474;36105;0.109975464
h5475;35661;0.114588153
h5476;35749;0.114574132
h5477;36178;0.120280407
h5478;36346;0.133024886
h5479;38509;0.161191728
h5480;42031;0.221871714
h5481;45468;0.303287767
h5482;48220;0.382320365
h5483;50722;0.438079215
h5484;50458;0.45107606
h5485;48378;0.450178759
h5486;46915;0.44936558
h5487;45997;0.422516649
h5488;45793;0.38980722
h5489;46672;0.342853137
h5490;48051;0.269568875
h5491;47977;0.207837364
h5492;47735;0.172744479
h5493;47980;0.16852436
h5494;46326;0.166869961
h5495;43256;0.172422012
h5496;40752;0.180870004
h5497;39238;0.181234492
h5498;38491;0.17719709
h5499;38630;0.17449147
h5500;40254;0.174028851
h5501;44350;0.177169052
h5502;51716;0.184907406
h5503;58321;0.212958939
h5504;62455;0.275622783
h5505;64429;0.358123169
h5506;66301;0.415642129
h5507;67986;0.442544124
h5508;67498;0.456422694
h5509;66456;0.463361978
h5510;64971;0.447843214
h5511;63815;0.427403866
h5512;62175;0.389679391
h5513;61734;0.341609073
h5514;61112;0.275328389
h5515;60492;0.214346796
h5516;58708;0.173538194
h5517;57496;0.154234366
h5518;53106;0.14719695
h5519;48603;0.138631489
h5520;45296;0.128973928
h5521;43437;0.12569386
h5522;42476;0.118502944
h5523;42633;0.112433417
h5524;43657;0.107625456
h5525;47120;0.099215027
h5526;53618;0.093117466
h5527;59221;0.10738716
h5528;62858;0.150210261
h5529;64448;0.210737314
h5530;66392;0.269610317
h5531;68006;0.315026633
h5532;67351;0.336963835
h5533;66134;0.333024951
h5534;64631;0.333389403
h5535;63653;0.319231847
h5536;62064;0.295009812
h5537;61698;0.247799271
h5538;61317;0.188673956
h5539;60525;0.138912251
h5540;59103;0.117465657
h5541;57757;0.12216148
h5542;53433;0.123100645
h5543;48755;0.129997197
h5544;45494;0.129609126
h5545;43624;0.137345311
h5546;42693;0.13786386
h5547;42873;0.138774824
h5548;43994;0.14311942
h5549;47605;0.142194442
h5550;54427;0.14599246
h5551;60041;0.16265609
h5552;63321;0.21026446
h5553;64658;0.275881883
h5554;66407;0.331660897
h5555;67601;0.352613065
h5556;66718;0.349894188
h5557;66070;0.335038471
h5558;64602;0.322383081
h5559;63639;0.28992474
h5560;61724;0.242680756
h5561;61097;0.190307345
h5562;60923;0.12407327
h5563;60455;0.067327232
h5564;59071;0.048603422
h5565;57609;0.045057671
h5566;53181;0.044777374
h5567;48278;0.049794683
h5568;45140;0.049657414
h5569;43368;0.047107287
h5570;42433;0.04521571
h5571;42543;0.043127969
h5572;43510;0.04396867
h5573;47152;0.041684765
h5574;53978;0.040872087
h5575;59279;0.062898457
h5576;62644;0.106881139
h5577;63779;0.175090025
h5578;65250;0.250164637
h5579;66933;0.295856745
h5580;66303;0.311521809
h5581;65283;0.31601956
h5582;64253;0.307822724
h5583;62942;0.274797181
h5584;61630;0.226933262
h5585;60908;0.17246984
h5586;60433;0.103013914
h5587;59773;0.045061581
h5588;59124;0.019686418
h5589;57833;0.024086088
h5590;53338;0.03191862
h5591;48365;0.041600695
h5592;45081;0.052884413
h5593;43456;0.057100041
h5594;42407;0.061483733
h5595;42537;0.0645089
h5596;43727;0.062394084
h5597;47351;0.06777216
h5598;54241;0.082799961
h5599;59709;0.103191832
h5600;63147;0.139619893
h5601;64542;0.194479069
h5602;66157;0.26401591
h5603;67305;0.342320136
h5604;66458;0.382319575
h5605;65036;0.375400905
h5606;63172;0.33334267
h5607;61694;0.291844652
h5608;60525;0.259842299
h5609;60415;0.20709794
h5610;60125;0.14725284
h5611;58941;0.095404826
h5612;57425;0.071133458
h5613;55487;0.075054971
h5614;51468;0.084760718
h5615;47196;0.090040756
h5616;43876;0.08436384
h5617;41838;0.078033751
h5618;40572;0.0703032
h5619;40272;0.067012114
h5620;40559;0.063945102
h5621;41143;0.05881941
h5622;42712;0.056648694
h5623;45809;0.072207829
h5624;49930;0.106014985
h5625;53282;0.161081157
h5626;55270;0.21869617
h5627;56413;0.245529025
h5628;55561;0.245402983
h5629;53473;0.237588404
h5630;51627;0.224017926
h5631;50817;0.201582522
h5632;50432;0.170128142
h5633;51100;0.125481409
h5634;51356;0.076885372
h5635;50814;0.045206918
h5636;49893;0.031384357
h5637;48719;0.035865836
h5638;46089;0.043414327
h5639;42512;0.050850781
h5640;39580;0.051593026
h5641;37639;0.054898116
h5642;36360;0.057811078
h5643;35938;0.060247882
h5644;36247;0.061886423
h5645;36712;0.061564316
h5646;37166;0.060626007
h5647;38980;0.082893355
h5648;42502;0.125985575
h5649;45830;0.203417128
h5650;48543;0.279658287
h5651;50980;0.319123311
h5652;50367;0.327946222
h5653;48461;0.337189272
h5654;47007;0.335858833
h5655;46129;0.312050977
h5656;45880;0.273342203
h5657;46774;0.206694209
h5658;48279;0.135760801
h5659;48383;0.073076115
h5660;49074;0.050066522
h5661;49039;0.054449968
h5662;47101;0.053259576
h5663;43700;0.057334921
h5664;41104;0.060616669
h5665;39683;0.063221127
h5666;39195;0.064271312
h5667;39581;0.059692506
h5668;41165;0.057144057
h5669;45621;0.053377394
h5670;53697;0.051221015
h5671;59936;0.06579758
h5672;63438;0.102848101
h5673;64822;0.153481013
h5674;66663;0.208566708
h5675;67947;0.24108043
h5676;67022;0.256511146
h5677;66619;0.255769015
h5678;65279;0.238812031
h5679;64404;0.192617901
h5680;62632;0.140164669
h5681;62148;0.088887644
h5682;62154;0.044975916
h5683;62155;0.023076061
h5684;61154;0.017881147
h5685;58355;0.020373586
h5686;53664;0.025148426
h5687;49150;0.022571973
h5688;46053;0.022639766
h5689;44265;0.024319897
h5690;43255;0.025762009
h5691;43492;0.028184198
h5692;44809;0.027974182
h5693;48724;0.028240203
h5694;56500;0.032734553
h5695;62300;0.041261218
h5696;65663;0.051622027
h5697;66557;0.080856307
h5698;68318;0.118869272
h5699;69829;0.150777761
h5700;68934;0.169455218
h5701;67887;0.166893018
h5702;66631;0.164932865
h5703;65520;0.151071784
h5704;63809;0.123391625
h5705;63644;0.085658681
h5706;63263;0.05101998
h5707;62855;0.028562228
h5708;61936;0.024557916
h5709;59119;0.026448063
h5710;54757;0.029206278
h5711;50207;0.030228358
h5712;46727;0.029394062
h5713;44832;0.028820178
h5714;43866;0.023151323
h5715;44018;0.019819996
h5716;45209;0.020351889
h5717;49070;0.025530843
h5718;56555;0.027490447
h5719;62009;0.042257464
h5720;65019;0.074003051
h5721;66186;0.124812788
h5722;67718;0.182411153
h5723;68926;0.222681018
h5724;68102;0.249611578
h5725;67218;0.262083059
h5726;65941;0.25915765
h5727;64799;0.239043713
h5728;62995;0.208039976
h5729;62173;0.149797741
h5730;61813;0.082093417
h5731;61285;0.026328682
h5732;61113;0.013227328
h5733;59253;0.015032963
h5734;54939;0.016054757
h5735;49961;0.015900788
h5736;46566;0.017884882
h5737;44654;0.017227144
h5738;43644;0.017143177
h5739;43723;0.018052815
h5740;44983;0.01743706
h5741;48719;0.017772926
h5742;55846;0.01964818
h5743;61372;0.044922121
h5744;64826;0.098464811
h5745;66003;0.160600081
h5746;67466;0.22803924
h5747;69169;0.28957275
h5748;68624;0.32334131
h5749;68007;0.319240942
h5750;66716;0.292791469
h5751;65362;0.252585471
h5752;64006;0.199812475
h5753;63234;0.12856683
h5754;62694;0.064878178
h5755;61992;0.026169585
h5756;61813;0.020403879
h5757;59760;0.030227969
h5758;55303;0.036385519
h5759;50726;0.040205998
h5760;47235;0.044951049
h5761;45466;0.044307692
h5762;44400;0.039902098
h5763;44261;0.041356643
h5764;45384;0.040125874
h5765;48982;0.040167832
h5766;56580;0.040377622
h5767;62009;0.054573427
h5768;65308;0.084013986
h5769;66787;0.118307692
h5770;68508;0.15448951
h5771;69282;0.190601399
h5772;68133;0.21393007
h5773;66876;0.226125874
h5774;64867;0.229090909
h5775;63310;0.227104895
h5776;62217;0.199202797
h5777;61991;0.149916084
h5778;61242;0.083664336
h5779;60424;0.040657343
h5780;59795;0.025356643
h5781;57247;0.026755245
h5782;53004;0.031608392
h5783;48975;0.037958042
h5784;45581;0.041753478
h5785;43435;0.045752639
h5786;41965;0.046493743
h5787;41720;0.046899252
h5788;41717;0.046773404
h5789;42517;0.043836957
h5790;44469;0.046815353
h5791;47410;0.064126407
h5792;51252;0.100804027
h5793;54456;0.15038803
h5794;56421;0.20185975
h5795;57511;0.244592044
h5796;56533;0.261693351
h5797;54447;0.263259456
h5798;52542;0.241278054
h5799;51538;0.219142837
h5800;51131;0.181178774
h5801;51634;0.128574425
h5802;52041;0.072096763
h5803;51555;0.03980983
h5804;51245;0.032244984
h5805;49156;0.035531007
h5806;46371;0.034845837
h5807;43163;0.03499965
h5808;40462;0.030338194
h5809;38452;0.030855481
h5810;37336;0.028576621
h5811;36777;0.02722049
h5812;36859;0.025962224
h5813;37359;0.023571518
h5814;37985;0.022970347
h5815;39539;0.025570763
h5816;43203;0.039565479
h5817;46388;0.058117914
h5818;49044;0.083800523
h5819;51678;0.104352203
h5820;51206;0.122093755
h5821;49169;0.133278342
h5822;47742;0.138227522
h5823;46930;0.120178394
h5824;46818;0.101220518
h5825;48136;0.07936863
h5826;49709;0.052469697
h5827;49891;0.028157199
h5828;50812;0.02151635
h5829;49675;0.022313252
h5830;47742;0.026745145
h5831;44134;0.028269045
h5832;41584;0.032932165
h5833;40076;0.034735327
h5834;39731;0.032862275
h5835;40028;0.031520387
h5836;41753;0.032582715
h5837;46120;0.033575153
h5838;55073;0.027732349
h5839;61217;0.031562321
h5840;64792;0.051425057
h5841;66086;0.078528396
h5842;67721;0.108147775
h5843;69078;0.132581317
h5844;68186;0.145455054
h5845;67469;0.149131267
h5846;66341;0.141792818
h5847;65261;0.127493326
h5848;63372;0.10630268
h5849;62880;0.079772438
h5850;62554;0.047706909
h5851;62624;0.025342112
h5852;62320;0.0210928
h5853;59283;0.021665898
h5854;54478;0.023343258
h5855;49624;0.023287346
h5856;46490;0.020835954
h5857;44778;0.019480429
h5858;43688;0.018572087
h5859;43846;0.01848824
h5860;45025;0.019620174
h5861;49050;0.020137229
h5862;57339;0.020360821
h5863;62949;0.032588493
h5864;65888;0.057630766
h5865;66828;0.099428444
h5866;68214;0.138151735
h5867;69678;0.163487472
h5868;68918;0.17489065
h5869;68073;0.174974497
h5870;66852;0.167889434
h5871;65544;0.150225688
h5872;63803;0.12329686
h5873;63519;0.093084029
h5874;63248;0.060691178
h5875;63059;0.035187747
h5876;62898;0.03267234
h5877;59726;0.036124038
h5878;54971;0.036543272
h5879;50178;0.03578865
h5880;46922;0.038577574
h5881;45146;0.039694955
h5882;44077;0.041901782
h5883;44165;0.042600145
h5884;45460;0.043549919
h5885;49472;0.044555562
h5886;57459;0.045826582
h5887;62953;0.056776915
h5888;65935;0.078482038
h5889;67159;0.119475948
h5890;68427;0.170177105
h5891;69741;0.213866696
h5892;68932;0.237080284
h5893;67977;0.246131069
h5894;66806;0.23888206
h5895;65596;0.219523437
h5896;63915;0.191225767
h5897;63408;0.148178669
h5898;63090;0.10039667
h5899;62892;0.069375384
h5900;63124;0.082895692
h5901;60103;0.098385385
h5902;55327;0.100815688
h5903;50460;0.098832337
h5904;46990;0.096585516
h5905;45067;0.088391312
h5906;43780;0.080462337
h5907;44055;0.074738958
h5908;45349;0.072226255
h5909;49542;0.071737674
h5910;57417;0.071193255
h5911;63018;0.081969959
h5912;66028;0.091895137
h5913;67141;0.12188006
h5914;68566;0.171240717
h5915;69940;0.227860294
h5916;69233;0.280138478
h5917;68270;0.296512926
h5918;67106;0.290440561
h5919;65718;0.26633257
h5920;63978;0.220573455
h5921;63247;0.163800324
h5922;62927;0.103928193
h5923;62910;0.068415322
h5924;63207;0.075869674
h5925;60042;0.083994081
h5926;55216;0.08194204
h5927;50358;0.074152661
h5928;47101;0.068708043
h5929;45361;0.063348732
h5930;44212;0.055993636
h5931;44431;0.049182845
h5932;45580;0.04279075
h5933;49383;0.040418138
h5934;57372;0.037054612
h5935;62713;0.046196145
h5936;65945;0.071932004
h5937;67282;0.111121966
h5938;68678;0.164142859
h5939;69631;0.212683703
h5940;68593;0.247519225
h5941;66944;0.255446539
h5942;65340;0.246905137
h5943;63737;0.215949533
h5944;62361;0.167464515
h5945;61921;0.111610445
h5946;61267;0.055253939
h5947;60875;0.023921508
h5948;60892;0.025317162
h5949;57587;0.031444083
h5950;53197;0.03101143
h5951;48978;0.02887608
h5952;45635;0.025897915
h5953;43464;0.022883934
h5954;42044;0.019074596
h5955;41516;0.016758295
h5956;41488;0.014288505
h5957;42502;0.01141406
h5958;44458;0.011441967
h5959;47180;0.026176988
h5960;51218;0.062233137
h5961;54581;0.115759216
h5962;56629;0.179987721
h5963;57658;0.234085898
h5964;56796;0.262118717
h5965;54830;0.25981637
h5966;53196;0.236360338
h5967;52078;0.199983256
h5968;51301;0.151229314
h5969;51530;0.097019507
h5970;51922;0.050512098
h5971;51854;0.021293221
h5972;52010;0.021823459
h5973;49303;0.019925767
h5974;46426;0.015125722
h5975;43121;0.009502414
h5976;40201;0.009571648
h5977;38274;0.009013534
h5978;37260;0.010227431
h5979;36857;0.010883215
h5980;36684;0.009404214
h5981;37176;0.009278638
h5982;38131;0.007674062
h5983;39581;0.020092089
h5984;43224;0.058936794
h5985;46565;0.112501744
h5986;49167;0.168020092
h5987;51409;0.212920329
h5988;51029;0.240923678
h5989;48865;0.243421236
h5990;47484;0.225826706
h5991;46629;0.197251291
h5992;46267;0.155406725
h5993;47432;0.098981443
h5994;48587;0.048374494
h5995;49477;0.017915446
h5996;51522;0.014092368
h5997;49942;0.017608483
h5998;48110;0.015850426
h5999;44533;0.014845821
h6000;41848;0.012762752
h6001;40465;0.01269301
h6002;39886;0.013139358
h6003;40223;0.015259509
h6004;41825;0.01559427
h6005;46390;0.014269176
h6006;55968;0.012958029
h6007;61884;0.024074875
h6008;65165;0.061191469
h6009;66481;0.114237094
h6010;68171;0.181049754
h6011;69688;0.237973024
h6012;69022;0.265451299
h6013;68117;0.275229102
h6014;67093;0.266023182
h6015;65720;0.240037382
h6016;63935;0.191148369
h6017;63219;0.135968644
h6018;62927;0.076743894
h6019;62779;0.037744271
h6020;63403;0.036307589
h6021;59653;0.037688477
h6022;54884;0.04056184
h6023;49959;0.036921317
h6024;46708;0.039686524
h6025;44810;0.041039157
h6026;43939;0.042531236
h6027;44044;0.041471441
h6028;45336;0.043242414
h6029;49407;0.047370036
h6030;57804;0.051985721
h6031;63086;0.063350625
h6032;66134;0.094056783
h6033;67123;0.145108211
h6034;68442;0.210871263
h6035;69860;0.262173695
h6036;69018;0.287413543
h6037;68527;0.290341923
h6038;67573;0.278307675
h6039;66365;0.249832664
h6040;64613;0.204763498
h6041;63998;0.151899264
h6042;63706;0.100875725
h6043;63965;0.070099844
h6044;64071;0.061314703
h6045;59999;0.06542838
h6046;55046;0.06082664
h6047;50046;0.057814592
h6048;46811;0.053878439
h6049;44835;0.050866601
h6050;43918;0.047548001
h6051;44076;0.046934479
h6052;45552;0.04841251
h6053;49469;0.043797147
h6054;58140;0.041872917
h6055;63819;0.05135463
h6056;66709;0.078419343
h6057;67560;0.117782395
h6058;68928;0.169527448
h6059;69889;0.212543748
h6060;69419;0.225608991
h6061;68724;0.224618989
h6062;67170;0.216127278
h6063;65939;0.19756822
h6064;64332;0.164675042
h6065;63777;0.125242272
h6066;63538;0.077401453
h6067;63972;0.045791096
h6068;63860;0.040464604
h6069;59903;0.039586151
h6070;55023;0.037829246
h6071;49966;0.035124169
h6072;46635;0.032577785
h6073;44930;0.029037025
h6074;43949;0.026346604
h6075;44237;0.026709044
h6076;45236;0.027489684
h6077;49323;0.027880004
h6078;58258;0.028116984
h6079;63878;0.034640906
h6080;66615;0.058492249
h6081;67421;0.097998216
h6082;68605;0.145770603
h6083;69863;0.181707929
h6084;68940;0.207761793
h6085;68097;0.211455894
h6086;66670;0.200066912
h6087;65515;0.176243448
h6088;64156;0.144752983
h6089;63522;0.105121557
h6090;63394;0.065950151
h6091;63839;0.040816327
h6092;64126;0.042614587
h6093;59958;0.049487008
h6094;55081;0.057349169
h6095;50290;0.057934649
h6096;46947;0.05947023
h6097;45129;0.062842253
h6098;44262;0.068137166
h6099;44574;0.071035434
h6100;45856;0.081095768
h6101;49990;0.090320064
h6102;58583;0.094709267
h6103;64428;0.103487675
h6104;67683;0.121573982
h6105;68765;0.146864158
h6106;70095;0.181476166
h6107;70893;0.212980897
h6108;69743;0.234174481
h6109;68278;0.238856299
h6110;66459;0.239650536
h6111;64974;0.226789471
h6112;63889;0.199757549
h6113;63764;0.168392158
h6114;63668;0.138698845
h6115;63606;0.115763512
h6116;62281;0.106539217
h6117;57888;0.092660972
h6118;53739;0.085833322
h6119;49560;0.074630401
h6120;46068;0.0679893
h6121;44014;0.06199844
h6122;42556;0.05414066
h6123;42119;0.052663843
h6124;42038;0.04615749
h6125;43001;0.045028979
h6126;45504;0.042883415
h6127;48414;0.042214668
h6128;52387;0.05114523
h6129;55494;0.070037338
h6130;57344;0.094181899
h6131;58226;0.121391551
h6132;57080;0.139419862
h6133;54967;0.148043914
h6134;53081;0.149590392
h6135;52248;0.141133527
h6136;51779;0.119190259
h6137;52579;0.092119929
h6138;53410;0.066484619
h6139;53811;0.04852597
h6140;52964;0.049807735
h6141;49718;0.050183905
h6142;47083;0.046645118
h6143;43699;0.041141886
h6144;40709;0.03804893
h6145;38658;0.036390994
h6146;37429;0.033576683
h6147;36959;0.029926438
h6148;36869;0.028951181
h6149;37406;0.026317989
h6150;38610;0.024757579
h6151;40071;0.027307178
h6152;43707;0.041810633
h6153;47148;0.064422648
h6154;49655;0.093415626
h6155;51914;0.115484284
h6156;51132;0.129458315
h6157;48972;0.135588498
h6158;47305;0.13778979
h6159;46393;0.128315872
h6160;46188;0.107166741
h6161;47616;0.076209318
h6162;49581;0.046672983
h6163;51144;0.03530428
h6164;52488;0.038285778
h6165;49962;0.046603321
h6166;48203;0.050546144
h6167;44840;0.052468792
h6168;42215;0.05242851
h6169;40803;0.050422743
h6170;40131;0.046870865
h6171;40257;0.038597078
h6172;41942;0.034655189
h6173;46455;0.035156631
h6174;56990;0.037844915
h6175;62850;0.043541849
h6176;66207;0.059518337
h6177;67593;0.090036633
h6178;69283;0.129385873
h6179;70551;0.160029529
h6180;69688;0.186369145
h6181;68656;0.207931135
h6182;67464;0.214171298
h6183;66261;0.200841308
h6184;64430;0.166910423
h6185;63797;0.117852715
h6186;63784;0.068363211
h6187;64781;0.050116307
h6188;64692;0.057303637
h6189;60109;0.063961668
h6190;55195;0.063418439
h6191;50157;0.062011617
h6192;46981;0.058327878
h6193;45294;0.056099497
h6194;44224;0.051183131
h6195;44333;0.050500689
h6196;45616;0.045779307
h6197;49661;0.04246459
h6198;58978;0.042367098
h6199;64211;0.05129455
h6200;66693;0.085848387
h6201;67588;0.134817064
h6202;69017;0.190958343
h6203;70323;0.242294676
h6204;69416;0.285177087
h6205;68686;0.298630938
h6206;67491;0.290580911
h6207;66327;0.26196014
h6208;64342;0.210832718
h6209;63748;0.145332238
h6210;63572;0.084441721
h6211;64692;0.068606287
h6212;64792;0.084469576
h6213;60308;0.09258924
h6214;55416;0.090221585
h6215;50388;0.085918023
h6216;47348;0.078508369
h6217;45498;0.071142117
h6218;44310;0.064583507
h6219;44552;0.062661877
h6220;45901;0.061464338
h6221;50163;0.057147631
h6222;59563;0.054836104
h6223;64498;0.064193611
h6224;66959;0.100398251
h6225;67663;0.155471078
h6226;69095;0.221655945
h6227;70499;0.284596318
h6228;69725;0.330980032
h6229;68950;0.347160721
h6230;67813;0.338666555
h6231;66435;0.304355697
h6232;64676;0.239702565
h6233;63927;0.1583396
h6234;63575;0.085498649
h6235;65211;0.068872365
h6236;65385;0.084872031
h6237;60697;0.097293007
